_id,stockTicker,stockName,currentPrice,marketCap,sector
2491,RARE,Ultragenyx Pharmaceutical Inc.,51.27,2442139603.32,Health Care
2492,RARX,"Ra Pharmaceuticals, Inc.",7.33,165853593.72,Health Care
2493,RAVE,"Rave Restaurant Group, Inc.",1.55,22137964.9,Consumer Non-Durables
2494,RAVN,"Raven Industries, Inc.",37.7,1347987854.2,Capital Goods
2495,RBB,RBB Bancorp,26.75,422686754.5,Finance
2496,RBBN,Ribbon Communications Inc. ,7,718030894,Technology
2497,RBCAA,"Republic Bancorp, Inc.",39.31,820025940.52,Finance
2498,RBCN,"Rubicon Technology, Inc.",7.64,20877690.48,Technology
2499,RBNC,"Reliant Bancorp, Inc.",25.22,301440688.12,Finance
2500,RCII,Rent-A-Center Inc.,10.27,547512257.89,Technology
2501,RCKT,"Rocket Pharmaceuticals, Inc.",19.19,32650288.18,Health Care
2502,RCKY,"Rocky Brands, Inc.",17,125706126,Consumer Non-Durables
2503,RCM,R1 RCM Inc.,5.05,551137279.75,Consumer Services
2504,RCMT,"RCM Technologies, Inc.",6.35,76274288.65,Technology
2505,RCON,"Recon Technology, Ltd.",1.44,21150502.56,Energy
2506,RDCM,Radcom Ltd.,17.95,240151703.75,Technology
2507,RDFN,Redfin Corporation,19.7,1604125630.9,Finance
2508,RDHL,Redhill Biopharma Ltd.,6.15,67742668.2,Health Care
2509,RDI,Reading International Inc,16.45,376136701.85,Consumer Services
2510,RDIB,Reading International Inc,27.66,621868854.3,Consumer Services
2511,RDNT,"RadNet, Inc.",10.05,478620355.8,Health Care
2512,RDUS,"Radius Health, Inc.",37.07,1653019545.87,Health Care
2513,RDVY,First Trust Rising Dividend Achievers ETF,31.27,389311562.54,n/a
2514,RDWR,Radware Ltd.,20.46,883643871,Miscellaneous
2515,RECN,"Resources Connection, Inc.",16.6,520818808.2,Miscellaneous
2516,REDU,RISE Education Cayman Ltd,16.45,180950000,Consumer Services
2517,REFR,Research Frontiers Incorporated,0.96,23082092.16,Miscellaneous
2518,REGI,"Renewable Energy Group, Inc.",10.4,403859092,Basic Industries
2519,REGN,"Regeneron Pharmaceuticals, Inc.",345.79,37151544125.06,Health Care
2520,REIS,"Reis, Inc",20.5,235099658,Miscellaneous
2521,RELL,"Richardson Electronics, Ltd.",8.13,105092144.19,Consumer Non-Durables
2522,RELV,"Reliv&#39; International, Inc.",5.61,10351347.6,Health Care
2523,REPH,"Recro Pharma, Inc.",8.69,166217410.15,Health Care
2524,RESN,Resonant Inc.,5.24,100848683.68,Technology
2525,RETA,"Reata Pharmaceuticals, Inc.",28.81,0,Health Care
2526,RETO,"ReTo Eco-Solutions, Inc.",9.09,203070600,Capital Goods
2527,REXX,Rex Energy Corporation,1.51,15002428.33,Energy
2528,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,63.73,50984127.46,n/a
2529,RFDI,First Trust RiverFront Dynamic Developed International ETF,68.11,568718636.22,n/a
2530,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,76.739,95923903.478,n/a
2531,RFEU,First Trust RiverFront Dynamic Europe ETF,69.79,143069639.58,n/a
2532,RFIL,"RF Industries, Ltd.",3.2,28391187.2,Capital Goods
2533,RGCO,RGC Resources Inc.,23.92,173422224.56,Public Utilities
2534,RGEN,Repligen Corporation,35.12,1530013546.72,Health Care
2535,RGLD,"Royal Gold, Inc.",89.01,5826085284.78,Basic Industries
2536,RGLS,Regulus Therapeutics Inc.,1.2,124746176.4,Health Care
2537,RGNX,REGENXBIO Inc.,25.9,806663062.8,Health Care
2538,RGSE,"Real Goods Solar, Inc.",1.31,11726916.95,Basic Industries
2539,RIBT,RiceBran Technologies,1.35,22793422.95,Consumer Non-Durables
2540,RIBTW,RiceBran Technologies,0.0999,0,Consumer Non-Durables
2541,RICK,"RCI Hospitality Holdings, Inc.",29.64,288062594.04,Consumer Services
2542,RIGL,"Rigel Pharmaceuticals, Inc.",4.01,587429278.92,Health Care
2543,RILY,"B. Riley Financial, Inc.",18.9,500237526.6,Miscellaneous
2544,RILYG,"B. Riley Financial, Inc.",25.12,0,Miscellaneous
2545,RILYL,"B. Riley Financial, Inc.",25.8047,0,Miscellaneous
2546,RILYZ,"B. Riley Financial, Inc.",25.1302,0,Miscellaneous
2547,RING,iShares MSCI Global Gold Miners ETF,19.26,363051000,n/a
2548,RIOT,"Riot Blockchain, Inc",12.3,118817003.7,Health Care
2549,RKDA,"Arcadia Biosciences, Inc.",5.48,584759.84,Basic Industries
2550,RLJE,"RLJ Entertainment, Inc.",3.91,55019263.93,Consumer Services
2551,RMBL,"RumbleOn, Inc.",4.8,62056996.8,Technology
2552,RMBS,"Rambus, Inc.",12.84,1409550264.72,Technology
2553,RMCF,"Rocky Mountain Chocolate Factory, Inc.",12.27,72435159.72,Consumer Non-Durables
2554,RMGN,RMG Networks Holding Corporation,0.8898,9926837.4786,Miscellaneous
2555,RMNI,"Rimini Street, Inc.",8.59,503209037.64,Miscellaneous
2556,RMR,The RMR Group Inc.,63.95,1992831515.1,Consumer Services
2557,RMTI,"Rockwell Medical, Inc.",5.47,283132888.8,Health Care
2558,RNDB,"Randolph Bancorp, Inc.",15.65,91842713.6,Finance
2559,RNDM,First Trust Developed International Equity Select ETF,54.3598,13590058.7196,n/a
2560,RNDV,First Trust US Equity Dividend Select ETF,22.4135,12327469.827,n/a
2561,RNEM,First Trust Emerging Markets Equity Select ETF,58.4126,5841376.8252,n/a
2562,RNET,"RigNet, Inc.",16.25,296159402.5,Consumer Services
2563,RNLC,First Trust Large Cap US Equity Select ETF,22.6702,20403225.3404,n/a
2564,RNMC,First Trust Mid Cap US Equity Select ETF,22.2275,6668294.455,n/a
2565,RNSC,First Trust Small Cap US Equity Select ETF,21.68,3252043.36,n/a
2566,RNST,Renasant Corporation,43.66,2153321023.5,Finance
2567,RNWK,"RealNetworks, Inc.",3.12,116384951.28,Technology
2568,ROBO,ROBO Global Robotics and Automation Index ETF,45.42,208932000,n/a
2569,ROCK,"Gibraltar Industries, Inc.",36.3,1150279990.2,Capital Goods
2570,ROIC,Retail Opportunity Investments Corp.,17.9,2010428655,Consumer Services
2571,ROKU,"Roku, Inc.",39.92,3905169768.48,Consumer Services
2572,ROLL,RBC Bearings Incorporated,126.56,3068471752.64,Capital Goods
2573,ROSE,Rosehill Resources Inc.,7.76,278700912.16,Energy
2574,ROSEU,Rosehill Resources Inc.,11.26,0,Energy
2575,ROSEW,Rosehill Resources Inc.,1.15,0,Energy
2576,ROSG,Rosetta Genomics Ltd.,0.56,3320721.6,Health Care
2577,ROST,"Ross Stores, Inc.",82,31335971754,Consumer Services
2578,RP,"RealPage, Inc.",49.65,4114964990.4,Technology
2579,RPD,"Rapid7, Inc.",23.67,1042751931.12,Technology
2580,RPXC,RPX Corporation,14.03,694855854.99,Miscellaneous
2581,RRD,R.R. Donnelley & Sons Company,8.13,569913000,Miscellaneous
2582,RRGB,"Red Robin Gourmet Burgers, Inc.",52.05,673320829.95,Consumer Services
2583,RRR,"Red Rock Resorts, Inc.",35.51,4124226531.29,Consumer Services
2584,RSLS,ReShape Lifesciences Inc.,1.49,44636098.37,Health Care
2585,RSYS,RadiSys Corporation,0.839,32845803.767,Technology
2586,RTIX,"RTI Surgical, Inc.",4.45,270704384.7,Health Care
2587,RTRX,"Retrophin, Inc.",23.86,937857838.14,Health Care
2588,RTTR,"Ritter Pharmaceuticals, Inc.",0.3299,16332201.2779,Health Care
2589,RUN,Sunrun Inc.,6.07,648195876,Capital Goods
2590,RUSHA,"Rush Enterprises, Inc.",53.64,2136782817.72,Consumer Durables
2591,RUSHB,"Rush Enterprises, Inc.",50.88,2026836498.24,Consumer Durables
2592,RUTH,"Ruth&#39;s Hospitality Group, Inc.",24,750677016,Consumer Services
2593,RVEN,"Reven Housing REIT, Inc.",4.41,47337050.25,Consumer Services
2594,RVLT,"Revolution Lighting Technologies, Inc.",4.19,89107996.75,Consumer Durables
2595,RVNC,"Revance Therapeutics, Inc.",32.3,1178950000,Health Care
2596,RVSB,Riverview Bancorp Inc,9.49,213846824.88,Finance
2597,RWLK,ReWalk Robotics Ltd,1.125,24824646,Health Care
2598,RXDX,"Ignyta, Inc.",26.9,1818143831,Health Care
2599,RXII,RXi Pharmaceuticals Corporation,4.29,1016614.17,Health Care
2600,RXIIW,RXi Pharmaceuticals Corporation,0.6801,0,Health Care
2601,RYAAY,Ryanair Holdings plc,122.82,12383421931.14,Transportation
2602,RYTM,"Rhythm Pharmaceuticals, Inc.",31.05,847172547,Health Care
2603,SABR,Sabre Corporation,20.67,5680566151.26,Technology
2604,SAEX,"SAExploration Holdings, Inc.",2,18849068,Energy
2605,SAFM,"Sanderson Farms, Inc.",130.03,2968461111.44,Consumer Non-Durables
2606,SAFT,"Safety Insurance Group, Inc.",78.15,1189440968.1,Finance
2607,SAGE,"Sage Therapeutics, Inc.",192.33,8000250421.41,Health Care
2608,SAIA,"Saia, Inc.",76.6,1952563184.6,Transportation
2609,SAL,"Salisbury Bancorp, Inc.",45.25,126062699,Finance
2610,SALM,"Salem Media Group, Inc.",4.65,121659098.55,Consumer Services
2611,SAMG,Silvercrest Asset Management Group Inc.,15.15,200001800.85,Finance
2612,SANM,Sanmina Corporation,27.05,1926887165.8,Technology
2613,SANW,S&W Seed Company,4.25,0,Consumer Non-Durables
2614,SASR,"Sandy Spring Bancorp, Inc.",38.68,1350506243.28,Finance
2615,SATS,EchoStar Corporation,61.96,5931233519.36,Technology
2616,SAUC,"Diversified Restaurant Holdings, Inc.",1.6,43010571.2,Consumer Services
2617,SAVE,"Spirit Airlines, Inc.",42.02,2915059931.08,Transportation
2618,SBAC,SBA Communications Corporation,174.73,20538232126.94,Consumer Services
2619,SBBP,Strongbridge Biopharma plc,6.9,277090593.3,Health Care
2620,SBBX,Sussex Bancorp,28.75,228280175,Finance
2621,SBCF,Seacoast Banking Corporation of Florida,25.96,1129576166.84,Finance
2622,SBFG,"SB Financial Group, Inc.",18.6028,89066411.4288,Finance
2623,SBFGP,"SB Financial Group, Inc.",18,0,Finance
2624,SBGI,"Sinclair Broadcast Group, Inc.",37.2,3784796038.8,Consumer Services
2625,SBLK,Star Bulk Carriers Corp.,10.86,688692101.94,Transportation
2626,SBLKZ,Star Bulk Carriers Corp.,24.9,0,Transportation
2627,SBNY,Signature Bank,157.11,8636962469.13,Finance
2628,SBNYW,Signature Bank,123.4238,0,Finance
2629,SBOT,"Stellar Biotechnologies, Inc.",0.8294,8725367.6224,Health Care
2630,SBPH,"Spring Bank Pharmaceuticals, Inc.",13.07,169270001.31,Health Care
2631,SBRA,"Sabra Health Care REIT, Inc.",17.74,3161839458.62,Consumer Services
2632,SBRAP,"Sabra Health Care REIT, Inc.",25.2714,145310550,Consumer Services
2633,SBSI,"Southside Bancshares, Inc.",34.74,1214803501.38,Finance
2634,SBT,"Sterling Bancorp, Inc.",12.49,661511716.92,Finance
2635,SBUX,Starbucks Corporation,56,78697600408,Consumer Services
2636,SCAC,Saban Capital Acquisition Corp.,9.9399,310557066.852,Finance
2637,SCACU,Saban Capital Acquisition Corp.,10.5399,0,Finance
2638,SCACW,Saban Capital Acquisition Corp.,1.28,0,Finance
2639,SCHL,Scholastic Corporation,38.65,1348773842.6,Consumer Services
2640,SCHN,"Schnitzer Steel Industries, Inc.",34.95,950755020.45,Consumer Durables
2641,SCKT,"Socket Mobile, Inc.",3.5,24538948,Technology
2642,SCMP,"Sucampo Pharmaceuticals, Inc.",17.975,847853877.375,Health Care
2643,SCON,Superconductor Technologies Inc.,1.1266,12121383.4426,Technology
2644,SCPH,scPharmaceuticals Inc.,12.51,220302989.01,Health Care
2645,SCSC,"ScanSource, Inc.",34.95,890907758.85,Technology
2646,SCVL,"Shoe Carnival, Inc.",22.46,380736754.2,Consumer Services
2647,SCWX,SecureWorks Corp.,9.51,771043144.92,Technology
2648,SCYX,"SCYNEXIS, Inc.",1.82,51977301.74,Health Care
2649,SCZ,iShares MSCI EAFE Small-Cap ETF,68.21,11090946000,n/a
2650,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,21.593,2159343.186,n/a
2651,SEAC,"SeaChange International, Inc.",3.4,120713161.4,Technology
2652,SECO,Secoo Holding Limited,13.93,118405000,Consumer Services
2653,SEDG,"SolarEdge Technologies, Inc.",35.4,1522654783.8,Technology
2654,SEED,Origin Agritech Limited,1.101,25815225.171,Consumer Non-Durables
2655,SEIC,SEI Investments Company,75.4,11873475208.4,Finance
2656,SEII,Sharing Economy International Inc.,4.39,11547074.07,Technology
2657,SELB,"Selecta Biosciences, Inc.",9.01,201252549.76,Health Care
2658,SELF,"Global Self Storage, Inc.",4.58,34897168.02,Consumer Services
2659,SENEA,Seneca Foods Corp.,34.8,338913372,Consumer Non-Durables
2660,SENEB,Seneca Foods Corp.,32.36,315150480.4,Consumer Non-Durables
2661,SES,"Synthesis Energy Systems, Inc.",2.211,24232560,Basic Industries
2662,SFBC,"Sound Financial Bancorp, Inc.",34.7,87098561.5,Finance
2663,SFBS,"ServisFirst Bancshares, Inc.",43,2278681198,Finance
2664,SFIX,"Stitch Fix, Inc.",20.21,1958844367.31,Consumer Services
2665,SFLY,"Shutterfly, Inc.",73.8,2423049127.2,Miscellaneous
2666,SFM,"Sprouts Farmers Market, Inc.",27.68,3683393377.6,Consumer Services
2667,SFNC,Simmons First National Corporation,59.75,2750949750,Finance
2668,SFST,"Southern First Bancshares, Inc.",44.35,324601996.3,Finance
2669,SGBX,"SG Blocks, Inc.",4.37,18604130.06,Consumer Services
2670,SGC,"Superior Uniform Group, Inc.",23.585,350535152.135,Consumer Non-Durables
2671,SGEN,"Seattle Genetics, Inc.",56.15,8081576347.15,Health Care
2672,SGH,"SMART Global Holdings, Inc.",34.85,758018621.05,Technology
2673,SGLB,"Sigma Labs, Inc.",1.66,8265022.14,Consumer Durables
2674,SGLBW,"Sigma Labs, Inc.",0.37,0,Consumer Durables
2675,SGMA,"SigmaTron International, Inc.",8.9,37474010.7,Technology
2676,SGMO,"Sangamo Therapeutics, Inc.",21.2,1791844161.2,Health Care
2677,SGMS,Scientific Games Corp,48.7,4365535936.5,Technology
2678,SGOC,"SGOCO Group, Ltd",1.2189,14175894.7608,Technology
2679,SGQI,Janus Henderson SG Global Quality Income ETF,29.41,0,n/a
2680,SGRP,"SPAR Group, Inc.",1.47,30246674.43,Miscellaneous
2681,SGRY,"Surgery Partners, Inc.",15.35,748608693.6,Health Care
2682,SGYP,"Synergy Pharmaceuticals, Inc.",2.05,461157629.05,Health Care
2683,SHBI,Shore Bancshares Inc,18.41,233590203.84,Finance
2684,SHEN,Shenandoah Telecommunications Co,33.25,1638051042.25,Public Utilities
2685,SHIP,Seanergy Maritime Holdings Corp,1.035,38273623.11,Transportation
2686,SHIPW,Seanergy Maritime Holdings Corp,0.18,0,Transportation
2687,SHLD,Sears Holdings Corporation,2.49,267958157.82,Consumer Services
2688,SHLDW,Sears Holdings Corporation,0.252,0,Consumer Services
2689,SHLM,"A. Schulman, Inc.",39.1,1153502628.6,Basic Industries
2690,SHLO,"Shiloh Industries, Inc.",7.4,172752696.6,Capital Goods
2691,SHOO,"Steven Madden, Ltd.",46.2,2730571258.8,Consumer Non-Durables
2692,SHOS,"Sears Hometown and Outlet Stores, Inc.",2.45,55620223.4,Consumer Services
2693,SHPG,Shire plc,142.37,10549532147.48,Health Care
2694,SHSP,"SharpSpring, Inc.",4.75,40068321,Technology
2695,SHV,iShares Short Treasury Bond ETF,110.23,8421572000,n/a
2696,SHY,iShares 1-3 Year Treasury Bond ETF,83.49,11196009000,n/a
2697,SIEB,Siebert Financial Corp.,9,244414692,Finance
2698,SIEN,"Sientra, Inc.",11.79,228670410.15,Health Care
2699,SIFI,"SI Financial Group, Inc.",14.45,176744221.3,Finance
2700,SIFY,Sify Technologies Limited,2.13,53457195.75,Technology
2701,SIGI,"Selective Insurance Group, Inc.",58.25,3401298991.75,Finance
2702,SIGM,"Sigma Designs, Inc.",5.6,216949790.4,Technology
2703,SILC,Silicom Ltd,66.14,492447089.64,Technology
2704,SIMO,Silicon Motion Technology Corporation,50.36,1797867762.68,Technology
2705,SINA,Sina Corporation,118.54,8477347796.4,Technology
2706,SINO,"Sino-Global Shipping America, Ltd.",2.36,24627862.6,Transportation
2707,SIR,Select Income REIT,21.895,1959325988.045,Consumer Services
2708,SIRI,Sirius XM Holdings Inc.,6.11,28080460212.22,Consumer Services
2709,SITO,"SITO Mobile, Ltd.",5.89,129742546.33,Miscellaneous
2710,SIVB,SVB Financial Group,253.38,13363445914.02,Finance
2711,SKIS,"Peak Resorts, Inc.",5.525,77252760,Consumer Services
2712,SKLN,Skyline Medical Inc.,1.21,12309988.24,Health Care
2713,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,49.83,52321549.83,n/a
2714,SKYS,"Sky Solar Holdings, Ltd.",1.1177,16027005.4321,Public Utilities
2715,SKYW,"SkyWest, Inc.",56.55,2931694901.85,Transportation
2716,SKYY,First Trust Cloud Computing ETF,49.33,1502098598.66,n/a
2717,SLAB,"Silicon Laboratories, Inc.",97.55,4152228919.25,Technology
2718,SLCT,"Select Bancorp, Inc.",13.11,184516734.33,Finance
2719,SLDB,Solid Biosciences Inc.,27.31,932664410.82,Health Care
2720,SLGL,Sol-Gel Technologies Ltd.,13.64,0,n/a
2721,SLGN,Silgan Holdings Inc.,29.8,3289112896.8,Consumer Durables
2722,SLIM,The Obesity ETF,32.7033,3270362.7033,n/a
2723,SLM,SLM Corporation,11.79,5091979138.56,Finance
2724,SLMBP,SLM Corporation,68.5,274000000,Finance
2725,SLNO,"Soleno Therapeutics, Inc.",1.7799,17803015.4544,Health Care
2726,SLNOW,"Soleno Therapeutics, Inc.",0.13,0,Health Care
2727,SLP,"Simulations Plus, Inc.",16.35,282734860.2,Technology
2728,SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,49.95,716782500,n/a
2729,SLRC,Solar Capital Ltd.,21.23,897197335.98,n/a
2730,SLS,"SELLAS Life Sciences Group, Inc. ",6.305,36360247.755,Health Care
2731,SLVO,X-Links Silver Shares Covered Call ETN,8.06,6851000,Finance
2732,SMBC,"Southern Missouri Bancorp, Inc.",38.39,329706295.82,Finance
2733,SMBK,"SmartFinancial, Inc.",21.95,244798713.95,Finance
2734,SMCI,"Super Micro Computer, Inc.",22.575,1099244294.4,Technology
2735,SMCP,AlphaMark Actively Managed Small Cap ETF,26.65,29314333.75,n/a
2736,SMED,Sharps Compliance Corp.,4.42,70757181.04,Basic Industries
2737,SMIT,"Schmitt Industries, Inc.",2.98,11903744.1,Capital Goods
2738,SMMF,"Summit Financial Group, Inc.",25.5,315143331,Finance
2739,SMMT,Summit Therapeutics plc,13.64,86889173.36,Health Care
2740,SMPL,The Simply Good Foods Company,13.94,983921067.62,Consumer Non-Durables
2741,SMPLW,The Simply Good Foods Company,3.74,0,Consumer Non-Durables
2742,SMRT,"Stein Mart, Inc.",0.652,31264938.72,Consumer Services
2743,SMSI,"Smith Micro Software, Inc.",2.4,34281487.2,Technology
2744,SMTC,Semtech Corporation,35.65,2365677601.7,Technology
2745,SMTX,SMTC Corporation,2.1899,36845498.9103,Technology
2746,SNBR,Sleep Number Corporation,37.1,1477284900,Consumer Durables
2747,SNCR,"Synchronoss Technologies, Inc.",8.05,382494502.25,Technology
2748,SND,"Smart Sand, Inc.",9.47,382522022.51,Basic Industries
2749,SNDE,Sundance Energy Australia Limited,8.32,9383703.68,Energy
2750,SNDX,"Syndax Pharmaceuticals, Inc.",11.37,277313492.73,Health Care
2751,SNES,"SenesTech, Inc.",0.68,7064857.96,Basic Industries
2752,SNFCA,Security National Financial Corporation,4.6,79772799.8,Finance
2753,SNGX,"Soligenix, Inc.",2.16,18858182.4,Health Care
2754,SNGXW,"Soligenix, Inc.",0.6529,0,Health Care
2755,SNH,Senior Housing Properties Trust,16.83,3999319783.47,Consumer Services
2756,SNHNI,Senior Housing Properties Trust,24.655,0,Consumer Services
2757,SNHNL,Senior Housing Properties Trust,25.6845,0,Consumer Services
2758,SNHY,Sun Hydraulics Corporation,59.1,1600259269.5,Capital Goods
2759,SNI,"Scripps Networks Interactive, Inc",88.62,11513122598.88,Consumer Services
2760,SNLN,Highland/iBoxx Senior Loan ETF,18.4,480190136,n/a
2761,SNMX,"Senomyx, Inc.",1.19,56866283.67,Health Care
2762,SNNA,"Sienna Biopharmaceuticals, Inc.",17.57,364404857.18,Health Care
2763,SNOA,"Sonoma Pharmaceuticals, Inc.",4.86,21403741.32,Health Care
2764,SNOAW,"Sonoma Pharmaceuticals, Inc.",0.44,0,Health Care
2765,SNPS,"Synopsys, Inc.",91.38,13589454433.56,Technology
2766,SNSR,Global X Internet of Things ETF,20.7421,0,n/a
2767,SNSS,"Sunesis Pharmaceuticals, Inc.",5.71,195557918.62,Health Care
2768,SOCL,Global X Social Media ETF,36.34,150811000,n/a
2769,SODA,SodaStream International Ltd.,79.18,1718036633.98,Consumer Durables
2770,SOFO,"Sonic Foundry, Inc.",2.54,11331818.84,Technology
2771,SOHO,Sotherly Hotels Inc.,6.2,85705445.8,Consumer Services
2772,SOHOB,Sotherly Hotels Inc.,25.1699,0,Consumer Services
2773,SOHOO,Sotherly Hotels Inc.,25,0,Consumer Services
2774,SOHU,Sohu.com Inc.,38.31,1489545744.42,Technology
2775,SONA,"Southern National Bancorp of Virginia, Inc.",16.32,390316512.96,Finance
2776,SONC,Sonic Corp.,25.5,980680326,Consumer Services
2777,SORL,"SORL Auto Parts, Inc.",6.13,118339165.73,Capital Goods
2778,SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,183.56,1606150000,n/a
2779,SP,SP Plus Corporation,38.75,872676040,Consumer Services
2780,SPAR,"Spartan Motors, Inc.",14.1,494954541.9,Capital Goods
2781,SPCB,"SuperCom, Ltd.",3.49,52134803.11,Technology
2782,SPEX,Spherix Incorporated,1.3822,8617876.0156,Miscellaneous
2783,SPHS,"Sophiris Bio, Inc.",2.23,67147871.19,n/a
2784,SPI,"SPI Energy Co., Ltd.",0.9022,65415560.0774,Technology
2785,SPIL,"Siliconware Precision Industries Company, Ltd.",8.54,305989617.64,Technology
2786,SPKE,"Spark Energy, Inc.",9.7,335918391.4,Public Utilities
2787,SPKEP,"Spark Energy, Inc.",24.39,0,Public Utilities
2788,SPLK,Splunk Inc.,92.35,13063684163.5,Technology
2789,SPNE,SeaSpine Holdings Corporation,10.9,146377495.2,Health Care
2790,SPNS,Sapiens International Corporation N.V.,12.33,606826424.52,Technology
2791,SPOK,"Spok Holdings, Inc.",15.5,309741816.5,Public Utilities
2792,SPPI,"Spectrum Pharmaceuticals, Inc.",21.07,2120953354.66,Health Care
2793,SPRO,"Spero Therapeutics, Inc.",12.55,57745574.55,Health Care
2794,SPRT,"support.com, Inc.",2.76,51649480.8,Technology
2795,SPSC,"SPS Commerce, Inc.",52.52,904621286.4,Technology
2796,SPTN,SpartanNash Company,24.18,893976455.58,Consumer Non-Durables
2797,SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",4.91,209063601.95,Consumer Services
2798,SPWR,SunPower Corporation,7.81,1090053235.37,Technology
2799,SQBG,"Sequential Brands Group, Inc.",1.56,98516917.2,Consumer Non-Durables
2800,SQLV,Legg Mason Small-Cap Quality Value ETF,27.588,0,n/a
2801,SQQQ,ProShares UltraPro Short QQQ,17.09,415890157.37,n/a
2802,SQZZ,Active Alts Contrarian ETF,25.875,646926.75,n/a
2803,SRAX,"Social Reality, Inc.",5,46627150,Technology
2804,SRCE,1st Source Corporation,52.78,1368942403.92,Finance
2805,SRCL,"Stericycle, Inc.",74.25,6338936043,Basic Industries
2806,SRCLP,"Stericycle, Inc.",57.77,0,Basic Industries
2807,SRDX,"Surmodics, Inc.",29.85,393899346.3,Health Care
2808,SRET,Global X SuperDividend REIT ETF,14.98,2996000,n/a
2809,SREV,"ServiceSource International, Inc.",3.4,306523800.6,Miscellaneous
2810,SRNE,"Sorrento Therapeutics, Inc.",7.25,599524097.75,Health Care
2811,SRPT,"Sarepta Therapeutics, Inc.",65.1,4207543265.1,Health Care
2812,SRRA,"Sierra Oncology, Inc.",2.95,154274506.85,Health Care
2813,SRTS,"Sensus Healthcare, Inc.",5.58,75267024.12,Health Care
2814,SRTSW,"Sensus Healthcare, Inc.",0.78,0,Health Care
2815,SRUN,Silver Run Acquisition Corporation II,10.39,1344206250,Finance
2816,SRUNU,Silver Run Acquisition Corporation II,11.48,0,Finance
2817,SRUNW,Silver Run Acquisition Corporation II,2.75,0,Finance
2818,SSB,South State Corporation,89.5,3289989212,Finance
2819,SSBI,Summit State Bank,13.1665,79545080.5875,n/a
2820,SSC,"Seven Stars Cloud Group, Inc.",3.19,199668454.48,Consumer Services
2821,SSFN,Stewardship Financial Corp,11.75,101582686.25,Finance
2822,SSKN,"Strata Skin Sciences, Inc.",1.39,5665763.71,Health Care
2823,SSNC,"SS&C Technologies Holdings, Inc.",49.58,10206575637.94,Technology
2824,SSNT,"SilverSun Technologies, Inc.",3.94,17693811.1,Miscellaneous
2825,SSRM,SSR Mining Inc.,8.56,1025848478.72,Basic Industries
2826,SSTI,"ShotSpotter, Inc.",16.8,164235607.2,Technology
2827,SSYS,"Stratasys, Ltd.",21.36,1136394720,Technology
2828,STAA,STAAR Surgical Company,15.45,635987368.95,Health Care
2829,STAF,"Staffing 360 Solutions, Inc.",3.55,13845000,Technology
2830,STB,Student Transportation Inc,5.91,561706653.57,Transportation
2831,STBA,"S&T Bancorp, Inc.",41,1433849089,Finance
2832,STBZ,State Bank Financial Corporation.,30.9,1204846280.1,Finance
2833,STDY,SteadyMed Ltd.,3.2,84979366.4,Health Care
2834,STFC,State Auto Financial Corporation,29.8,1259540865.6,Finance
2835,STKL,"SunOpta, Inc.",7.2,624702938.4,Consumer Services
2836,STKS,"The ONE Group Hospitality, Inc.",2.21,59750821.91,Consumer Services
2837,STLD,"Steel Dynamics, Inc.",45.56,10795523279.04,Basic Industries
2838,STLR,Stellar Acquisition III Inc.,10.24,92264212.48,Finance
2839,STLRU,Stellar Acquisition III Inc.,10.7,0,Finance
2840,STLRW,Stellar Acquisition III Inc.,0.4,0,Finance
2841,STLY,"Stanley Furniture Company, Inc.",0.68,10256665.08,Consumer Durables
2842,STML,"Stemline Therapeutics, Inc.",15.85,400797475.95,Health Care
2843,STMP,Stamps.com Inc.,206.3,3605869838.4,Miscellaneous
2844,STNL,Sentinel Energy Services Inc.,9.8,0,Finance
2845,STNLU,Sentinel Energy Services Inc.,10,0,Finance
2846,STNLW,Sentinel Energy Services Inc.,0.83,0,Finance
2847,STPP,iPath US Treasury Steepener ETN,31.73,4242301,Finance
2848,STRA,"Strayer Education, Inc.",93.12,1039910616,Consumer Services
2849,STRL,Sterling Construction Company Inc,13.69,370330147.67,Basic Industries
2850,STRM,"Streamline Health Solutions, Inc.",1.79,35772689.97,Technology
2851,STRS,Stratus Properties Inc.,31.15,253358587.3,Consumer Services
2852,STRT,Strattec Security Corporation,36,132165072,Capital Goods
2853,STX,Seagate Technology PLC,54.44,15506003710.44,Technology
2854,SUMR,"Summer Infant, Inc.",1.3,24198073.9,Consumer Durables
2855,SUNS,Solar Senior Capital Ltd.,17.04,273228783.12,n/a
2856,SUNW,"Sunworks, Inc.",1.1099,24923541.4736,Public Utilities
2857,SUPN,"Supernus Pharmaceuticals, Inc.",40.7,2086368772.4,Health Care
2858,SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.78,24780000,n/a
2859,SUSC,iShares ESG USD Corporate Bond ETF,24.97,9988000,n/a
2860,SVA,"Sinovac Biotech, Ltd.",8.47,482953140.67,Health Care
2861,SVBI,Severn Bancorp Inc,7.95,97351128.75,Finance
2862,SVRA,"Savara, Inc.",11.86,361738218.98,Health Care
